id,date_releve,humidity,dewpoint,pressure,windspeed,visibility,cloudcover,windgust,uvindex,precipintensity,precipintensitymax,temperaturehigh,temperaturelow,temperaturehighoffset2,temperaturelowoffset2
188,2019-12-03,0.80,0.86,1024.83,3.00,12.13,0.28,8.48,1.19,0.00,0.02,8.72,0.24,10.72,2.24
856,2019-12-04,0.79,0.18,1019.51,2.69,11.28,0.50,7.03,1.07,0.03,0.07,8.69,1.09,10.69,3.09
268,2019-12-05,0.79,0.83,1022.62,2.31,10.46,0.62,6.11,1.05,0.01,0.08,9.11,2.33,11.11,4.33
74,2019-12-06,0.83,3.82,1020.31,4.02,10.94,0.69,10.21,1.02,0.09,0.34,11.51,6.01,13.51,8.01
256,2019-12-07,0.84,6.35,1020.02,3.28,11.91,0.68,9.81,1.02,0.03,0.10,12.74,6.91,14.74,8.91
55,2019-12-08,0.82,6.83,1015.95,5.58,11.73,0.72,14.14,1.29,0.18,0.94,13.68,7.48,15.68,9.48
309,2019-12-09,0.77,4.78,1015.90,7.64,10.60,0.70,18.67,1.00,0.20,0.63,10.99,2.73,12.99,4.73
682,2019-12-10,0.76,1.78,1024.03,4.64,12.52,0.54,14.01,1.05,0.05,0.26,10.43,3.67,12.43,5.67
712,2019-12-11,0.78,2.53,1014.35,4.45,11.28,0.82,13.25,1.05,0.26,1.02,9.18,3.85,11.18,5.85
338,2019-12-12,0.82,3.60,1003.91,5.76,10.92,0.75,15.71,0.98,0.38,1.75,9.67,6.10,11.67,8.10
960,2019-12-13,0.80,5.74,992.84,8.67,9.65,0.84,21.88,1.00,0.67,2.11,11.18,7.87,13.18,9.87
699,2019-12-14,0.79,7.03,1003.57,6.86,11.43,0.76,19.65,1.02,0.21,0.89,13.30,7.64,15.30,9.64
106,2019-12-15,0.81,6.90,1007.61,4.95,12.07,0.71,14.41,1.00,0.13,0.58,13.39,8.08,15.39,10.08
675,2019-12-16,0.82,7.55,1005.80,4.63,12.50,0.90,14.41,0.98,0.13,0.46,13.92,9.69,15.92,11.69
87,2019-12-17,0.79,8.12,1005.42,4.98,12.53,0.88,14.81,0.88,0.10,0.49,14.44,7.84,16.44,9.84
455,2019-12-18,0.84,8.01,1013.60,4.40,12.43,0.68,13.72,0.98,0.07,0.40,14.37,9.54,16.37,11.54
200,2019-12-19,0.78,8.45,1007.08,6.26,12.38,0.78,16.68,0.98,0.16,0.62,15.13,10.19,17.13,12.19
1158,2019-12-20,0.82,7.85,993.46,6.29,11.43,0.83,18.99,0.93,0.71,2.81,13.06,7.08,15.06,9.08
512,2019-12-21,0.83,6.72,991.72,5.68,11.90,0.74,16.81,0.95,0.43,2.19,12.71,8.30,14.71,10.30
1052,2019-12-22,0.78,6.01,996.10,8.22,11.83,0.77,21.14,0.86,0.34,1.16,11.62,7.67,13.62,9.67
566,2019-12-23,0.76,5.07,1015.70,6.07,12.26,0.69,16.32,0.98,0.13,0.51,11.73,7.19,13.73,9.19
171,2019-12-24,0.80,7.30,1018.70,5.40,12.36,0.74,13.80,0.98,0.11,0.49,14.39,6.96,16.39,8.96
90,2019-12-25,0.79,5.25,1023.42,3.33,12.45,0.51,10.35,1.02,0.02,0.07,12.59,4.19,14.59,6.19
403,2019-12-26,0.80,4.47,1024.12,4.26,12.43,0.71,12.73,0.95,0.06,0.31,11.87,6.90,13.87,8.90
332,2019-12-27,0.83,6.35,1028.55,3.76,12.32,0.73,11.53,0.95,0.13,0.59,12.19,5.19,14.19,7.19
29,2019-12-28,0.81,3.87,1034.12,2.97,12.44,0.67,7.08,1.00,0.00,0.01,10.37,1.35,12.37,3.35
13,2019-12-29,0.80,0.67,1034.16,2.35,11.44,0.65,5.69,1.00,0.00,0.01,8.38,0.52,10.38,2.52
1065,2019-12-30,0.76,-0.01,1032.84,2.07,11.42,0.27,4.23,1.00,0.00,0.01,9.91,0.91,11.91,2.91
231,2019-12-31,0.81,1.11,1032.19,2.09,10.92,0.47,4.63,1.00,0.01,0.04,9.17,2.08,11.17,4.08
940,2020-01-01,0.85,2.59,1031.40,2.22,9.99,0.65,5.09,1.00,0.02,0.08,8.72,3.29,10.72,5.29
509,2020-01-02,0.84,3.77,1028.63,3.19,11.61,0.77,8.62,0.98,0.02,0.07,10.16,5.23,12.16,7.23
54,2020-01-03,0.83,5.36,1028.03,4.09,12.27,0.88,11.18,1.00,0.04,0.16,11.72,4.61,13.72,6.61
915,2020-01-04,0.80,3.71,1033.95,3.33,12.54,0.61,8.33,1.00,0.01,0.05,10.69,2.77,12.69,4.77
846,2020-01-05,0.77,1.72,1033.66,2.65,12.28,0.44,6.75,1.07,0.00,0.01,10.05,0.82,12.05,2.82
148,2020-01-06,0.80,1.58,1028.50,3.01,11.82,0.35,8.93,1.00,0.01,0.10,10.47,3.87,12.47,5.87
1164,2020-01-07,0.85,5.15,1029.18,3.31,11.46,0.85,9.42,1.00,0.02,0.08,11.61,6.64,13.61,8.64
174,2020-01-08,0.85,6.89,1028.51,3.20,11.72,0.77,8.39,1.00,0.03,0.12,13.01,7.51,15.01,9.51
285,2020-01-09,0.79,6.14,1021.36,5.13,12.41,0.68,13.27,1.07,0.14,0.62,13.75,7.06,15.75,9.06
393,2020-01-10,0.79,4.75,1025.18,4.17,12.93,0.76,12.33,1.00,0.10,0.48,10.77,3.10,12.77,5.10
447,2020-01-11,0.78,2.25,1031.40,3.19,12.77,0.57,7.35,1.14,0.00,0.01,10.56,2.24,12.56,4.24
491,2020-01-12,0.78,2.09,1028.20,3.53,12.90,0.56,8.61,1.29,0.02,0.09,10.76,3.53,12.76,5.53
1061,2020-01-13,0.79,3.16,1020.60,4.35,12.28,0.77,12.58,1.07,0.06,0.31,11.68,6.17,13.68,8.17
864,2020-01-14,0.74,4.54,1014.36,6.65,12.64,0.78,14.88,1.10,0.16,0.40,13.02,7.07,15.02,9.07
72,2020-01-15,0.74,4.94,1018.01,5.58,12.78,0.61,14.86,1.10,0.09,0.43,13.41,4.84,15.41,6.84
739,2020-01-16,0.77,5.18,1022.59,4.60,12.49,0.48,12.97,1.05,0.05,0.30,14.37,7.21,16.37,9.21
375,2020-01-17,0.80,5.23,1022.49,5.04,12.21,0.71,14.24,1.05,0.25,1.34,11.11,3.26,13.11,5.26
280,2020-01-18,0.77,1.95,1027.39,3.52,12.78,0.59,11.04,1.00,0.02,0.16,9.90,1.72,11.90,3.72
690,2020-01-19,0.72,-0.31,1033.91,4.75,12.66,0.59,11.73,1.00,0.01,0.07,8.35,1.60,10.35,3.60
228,2020-01-20,0.69,-1.19,1039.90,4.77,12.63,0.46,11.74,1.00,0.03,0.10,7.93,0.92,9.93,2.92
198,2020-01-21,0.73,-0.47,1037.74,3.70,12.40,0.50,9.36,1.00,0.09,0.22,8.53,1.74,10.53,3.74
319,2020-01-22,0.75,0.50,1031.90,4.13,11.47,0.52,10.58,1.02,0.11,0.36,8.92,2.84,10.92,4.84
1146,2020-01-23,0.77,1.48,1026.42,4.12,11.81,0.65,10.07,1.02,0.06,0.19,9.64,2.61,11.64,4.61
470,2020-01-24,0.83,2.60,1023.04,2.62,10.80,0.66,6.36,1.05,0.06,0.17,10.07,2.88,12.07,4.88
344,2020-01-25,0.84,3.78,1020.06,2.53,11.32,0.73,6.05,1.21,0.02,0.09,11.52,4.32,13.52,6.32
1134,2020-01-26,0.86,5.11,1018.24,3.33,11.20,0.81,9.81,1.21,0.10,0.51,11.49,5.16,13.49,7.16
1171,2020-01-27,0.84,5.33,1013.03,5.05,11.98,0.82,13.07,1.24,0.30,1.04,10.87,5.91,12.87,7.91
501,2020-01-28,0.78,4.31,1009.91,7.09,12.10,0.83,17.78,1.12,0.26,0.75,10.53,5.64,12.53,7.64
853,2020-01-29,0.78,4.24,1016.66,4.41,12.63,0.74,12.85,1.29,0.05,0.21,11.87,4.94,13.87,6.94
624,2020-01-30,0.85,6.73,1015.55,4.33,11.76,0.88,11.07,1.43,0.20,0.75,13.16,9.13,15.16,11.13
635,2020-01-31,0.87,9.47,1016.69,4.08,11.94,0.81,10.05,1.50,0.07,0.44,14.96,8.78,16.96,10.78
702,2020-02-01,0.86,9.04,1015.74,4.95,12.10,0.74,13.56,1.43,0.23,1.21,14.35,9.24,16.35,11.24
1121,2020-02-02,0.85,9.99,1019.09,5.20,11.98,0.83,13.76,1.55,0.26,0.97,16.34,10.46,18.34,12.46
299,2020-02-03,0.79,8.80,1021.18,4.87,12.32,0.72,13.34,1.55,0.16,0.74,16.85,6.91,18.85,8.91
361,2020-02-04,0.71,3.37,1024.36,6.86,12.59,0.58,18.00,1.43,0.12,0.69,11.14,3.74,13.14,5.74
831,2020-02-05,0.69,0.83,1032.83,3.57,12.81,0.45,10.44,1.55,0.01,0.03,11.08,0.49,13.08,2.49
474,2020-02-06,0.66,-1.20,1028.72,3.31,12.84,0.37,8.96,1.69,0.00,0.01,11.60,1.49,13.60,3.49
555,2020-02-07,0.72,1.40,1023.65,3.41,12.70,0.42,8.53,1.74,0.01,0.04,12.76,4.51,14.76,6.51
949,2020-02-08,0.77,4.11,1023.05,3.55,12.53,0.70,9.47,1.67,0.06,0.35,12.91,5.55,14.91,7.55
1004,2020-02-09,0.78,6.04,1019.31,7.44,12.46,0.81,17.73,1.88,0.10,0.49,14.18,9.26,16.18,11.26
204,2020-02-10,0.74,6.81,1016.30,8.94,12.39,0.82,20.48,2.17,0.17,0.52,14.42,8.10,16.42,10.10
425,2020-02-11,0.72,4.28,1019.27,7.21,12.59,0.75,18.17,2.10,0.12,0.46,11.87,4.25,13.87,6.25
40,2020-02-12,0.73,2.42,1022.23,4.14,12.79,0.66,10.68,1.93,0.04,0.17,11.68,3.78,13.68,5.78
686,2020-02-13,0.76,4.26,1013.94,6.74,12.49,0.77,17.75,1.60,0.22,0.92,12.66,6.49,14.66,8.49
685,2020-02-14,0.76,5.29,1022.72,4.12,13.33,0.61,12.80,2.24,0.01,0.09,13.61,4.51,15.61,6.51
1025,2020-02-15,0.76,5.07,1021.85,4.93,12.66,0.55,12.89,2.31,0.03,0.17,15.13,8.95,17.13,10.95
883,2020-02-16,0.73,7.04,1016.94,7.46,12.56,0.85,16.81,2.14,0.18,0.74,16.57,8.17,18.57,10.17
869,2020-02-17,0.80,6.26,1022.00,5.56,12.37,0.75,13.87,1.98,0.18,0.66,12.26,4.47,14.26,6.47
1114,2020-02-18,0.74,3.26,1028.91,4.99,12.87,0.52,11.52,2.17,0.04,0.19,11.93,5.06,13.93,7.06
297,2020-02-19,0.75,3.81,1026.84,4.92,13.19,0.65,12.54,2.24,0.08,0.38,12.01,4.71,14.01,6.71
485,2020-02-20,0.74,3.80,1022.69,4.76,12.65,0.60,12.22,2.45,0.06,0.38,14.01,3.37,16.01,5.37
1049,2020-02-21,0.72,2.57,1029.55,3.67,12.89,0.56,9.62,2.33,0.01,0.03,12.71,3.10,14.71,5.10
789,2020-02-22,0.72,3.41,1030.23,4.09,12.79,0.55,9.22,2.55,0.01,0.03,14.81,6.30,16.81,8.30
638,2020-02-23,0.75,5.83,1028.98,5.09,12.47,0.62,11.75,2.67,0.03,0.10,15.85,7.16,17.85,9.16
31,2020-02-24,0.76,6.29,1022.39,4.80,12.43,0.56,10.99,2.71,0.06,0.28,16.03,6.60,18.03,8.60
852,2020-02-25,0.77,5.00,1011.68,6.07,12.26,0.75,14.85,2.12,0.19,0.71,12.34,4.61,14.34,6.61
298,2020-02-26,0.71,1.19,1011.56,7.31,11.68,0.69,17.89,2.05,0.18,0.63,9.07,3.48,11.07,5.48
862,2020-02-27,0.78,3.28,1009.74,6.64,11.63,0.81,19.66,2.31,0.36,1.62,11.66,2.92,13.66,4.92
732,2020-02-28,0.75,3.28,1016.66,4.67,12.59,0.70,13.97,2.71,0.07,0.30,12.48,7.35,14.48,9.35
58,2020-02-29,0.76,5.58,1003.92,7.09,12.16,0.88,17.64,2.02,0.22,1.03,13.08,6.37,15.08,8.37
867,2020-03-01,0.78,4.95,1002.10,5.66,12.04,0.80,16.33,2.24,0.29,1.36,12.03,5.72,14.03,7.72
207,2020-03-02,0.81,4.58,995.59,6.30,11.36,0.80,16.59,1.98,0.59,2.26,10.18,3.40,12.18,5.40
443,2020-03-03,0.78,2.21,1007.00,4.41,11.96,0.69,13.74,2.24,0.19,0.88,9.42,2.91,11.42,4.91
429,2020-03-04,0.80,3.71,1012.91,4.07,12.08,0.81,11.46,2.45,0.14,0.57,11.19,7.18,13.19,9.18
1086,2020-03-05,0.86,6.79,1000.58,6.28,10.62,0.91,18.24,2.57,0.67,2.06,12.07,4.78,14.07,6.78
747,2020-03-06,0.77,3.07,1006.25,5.87,11.87,0.72,15.31,2.31,0.20,0.69,9.64,3.47,11.64,5.47
363,2020-03-07,0.74,2.86,1019.93,4.34,12.45,0.63,11.90,2.48,0.04,0.15,11.76,4.86,13.76,6.86
242,2020-03-08,0.76,4.45,1018.82,5.03,12.64,0.73,12.77,2.67,0.08,0.36,13.23,5.64,15.23,7.64
23,2020-03-09,0.76,4.12,1019.20,5.45,12.74,0.70,13.57,2.33,0.14,0.63,11.66,6.33,13.66,8.33
1047,2020-03-10,0.82,7.00,1019.17,5.89,12.23,0.90,12.90,2.76,0.17,0.69,13.65,9.10,15.65,11.10
1002,2020-03-11,0.81,8.99,1019.98,5.03,12.41,0.67,11.33,3.62,0.05,0.14,16.62,8.19,18.62,10.19
139,2020-03-12,0.79,7.30,1019.50,4.59,12.71,0.78,10.73,2.98,0.04,0.20,14.30,5.65,16.30,7.65
241,2020-03-13,0.71,3.74,1021.67,3.73,12.57,0.64,9.56,3.02,0.03,0.16,13.21,4.44,15.21,6.44
798,2020-03-14,0.74,4.06,1019.88,3.40,12.91,0.63,8.03,2.88,0.03,0.13,13.60,4.61,15.60,6.61
420,2020-03-15,0.73,4.99,1015.72,4.36,12.95,0.56,10.97,3.24,0.03,0.20,15.85,6.58,17.85,8.58
849,2020-03-16,0.75,5.60,1020.12,3.60,12.40,0.69,8.97,2.88,0.10,0.44,13.96,6.44,15.96,8.44
627,2020-03-17,0.74,6.06,1029.40,2.12,12.62,0.57,5.02,3.45,0.01,0.03,16.16,5.65,18.16,7.65
893,2020-03-18,0.74,6.74,1027.69,1.87,12.44,0.20,4.01,4.19,0.00,0.01,18.10,6.24,20.10,8.24
859,2020-03-19,0.71,6.77,1022.93,2.41,12.54,0.23,6.67,4.07,0.02,0.09,18.96,7.25,20.96,9.25
769,2020-03-20,0.70,6.18,1020.15,3.92,12.62,0.44,9.63,3.76,0.03,0.12,17.31,6.71,19.31,8.71
213,2020-03-21,0.74,5.57,1016.89,4.81,12.39,0.73,9.94,3.26,0.02,0.09,14.30,5.56,16.30,7.56
69,2020-03-22,0.71,4.11,1017.69,4.60,12.65,0.67,9.98,3.10,0.02,0.10,13.76,4.44,15.76,6.44
397,2020-03-23,0.65,2.48,1022.36,4.15,12.62,0.34,10.16,3.52,0.02,0.11,14.41,3.09,16.41,5.09
254,2020-03-24,0.57,-0.71,1023.37,3.83,12.57,0.25,9.82,3.79,0.02,0.06,13.99,1.23,15.99,3.23
596,2020-03-25,0.54,-2.38,1019.14,3.94,12.83,0.22,9.94,3.83,0.04,0.21,12.88,1.44,14.88,3.44
598,2020-03-26,0.57,-2.30,1015.17,4.29,12.44,0.38,10.04,3.64,0.09,0.33,11.11,1.59,13.11,3.59
1143,2020-03-27,0.62,0.54,1016.54,3.12,12.74,0.51,7.54,3.55,0.03,0.09,13.99,3.59,15.99,5.59
839,2020-03-28,0.66,3.32,1018.85,3.57,12.33,0.50,9.83,3.74,0.01,0.06,16.17,5.32,18.17,7.32
98,2020-03-29,0.65,1.40,1022.30,6.73,12.15,0.67,13.33,3.21,0.04,0.18,11.33,2.34,13.33,4.34
232,2020-03-30,0.63,-1.23,1022.51,6.13,12.45,0.61,12.52,3.21,0.05,0.18,9.74,1.95,11.74,3.95
1082,2020-03-31,0.63,0.00,1021.26,4.99,13.27,0.42,11.04,3.64,0.02,0.06,13.30,2.46,15.30,4.46
315,2020-04-01,0.59,0.06,1019.10,3.96,12.61,0.25,9.88,4.17,0.01,0.05,13.71,1.92,15.71,3.92
651,2020-04-02,0.64,1.05,1015.80,2.87,12.98,0.37,7.24,4.14,0.01,0.03,13.67,3.43,15.67,5.43
434,2020-04-03,0.66,2.63,1017.58,2.83,13.15,0.40,6.53,4.29,0.01,0.04,14.77,2.85,16.77,4.85
417,2020-04-04,0.61,2.64,1019.65,2.99,12.83,0.09,8.09,5.07,0.00,0.01,18.16,5.72,20.16,7.72
186,2020-04-05,0.54,3.10,1017.55,4.36,12.95,0.10,10.84,5.57,0.00,0.02,20.51,8.13,22.51,10.13
